DOI,Institutions
10.1088/0957-4484/21/27/274015,"Goethe Univ Frankfurt,Univ Munich,Univ Waterloo,Univ Calif Santa Barbara"
10.1063/5.0050672,"Univ Sherbrooke,Microsoft Quantum,Univ British Columbia,Columbia Univ,Univ Fed Goias"
10.1103/PhysRevA.94.052308,"CUNY,CUNY Grad Sch & Univ Ctr,Russian Acad Sci,Natl Res Univ"
10.1088/1402-4896/ab0f47,"Texas A&M Univ,Tongji Univ"
10.1088/0256-307X/27/7/070305,"Hefei Normal Univ,S China Normal Univ"
10.1103/PhysRevA.86.052306,"Loughborough Univ Technol,RIKEN,Univ Michigan"
10.1021/acsphotonics.8b00954,"Univ Zaragoza,Fdn ARAID"
10.1103/PhysRevApplied.5.024002,"Syracuse Univ,Univ Waterloo,Univ Saarland,CALTECH,Northwestern Univ"
10.1103/PhysRevB.108.195308,"Purdue Univ,Oak Ridge Natl Lab,Ctr Nanophase Mat Sci,Univ Notre Dame"
10.1088/1612-202X/aad465,"Army Engn Univ,Beijing Computat Sci Res Ctr,Shanghai Key Lab High Temp Superconductors,Soochow Univ"
10.1088/0031-8949/2012/T151/014048,"Univ Catania,CNR IMM MATIS"
10.1140/epjc/s10052-017-5371-y,"Chinese Acad Sci,Lanzhou Univ,Univ Chinese Acad Sci"
10.1103/PhysRevA.81.040303,"Univ London Imperial Coll Sci Technol & Med,RIKEN,Univ Ulm,European Ctr Theoret Studies Nucl Phys & Related,Univ Michigan"
10.1002/adma.202202034,"Delft Univ Technol,Univ Calif Santa Barbara,Eindhoven Univ Technol,Netherlands Org Appl Sci Res TNO"
10.1103/PRXQuantum.5.040307,"Palacky Univ,Yale Quantum Inst,Yale Univ,Google Quantum AI"
10.1134/S1063776121040233,"Natl Res Univ,Natl Res Nucl Univ MEPhI,Natl Res Ctr,PL Kapitza Inst Phys Problems"
10.1103/PhysRevLett.126.230502,"Quantum Benchmark Inc,Univ Waterloo,MaRS Ctr"
10.1103/PhysRevLett.112.200501,"Univ Basque Country,ETH,Basque Fdn Sci"
10.1088/1674-1056/23/2/020311,"Harbin Inst Technol,Nanchang Univ,Harbin Normal Univ"
10.1088/0256-307X/27/7/070304,"Harbin Inst Technol,Harbin Normal Univ,COMSATS Inst Informat Technol"
10.1038/s41598-023-39052-2,"Univ Sci & Technol China,Chinese Acad Sci,Gusu Lab Mat"
10.1021/acsphotonics.9b01779,"Westlake Univ,Westlake Inst Adv Study,Vladimir State Univ,Russian Acad Sci,St Petersburg State Univ,FORTH,ITMO Univ"
10.1088/0953-2048/26/8/084003,"Moscow Steel & Alloys Inst,Ruhr Univ Bochum"
10.1088/0256-307X/27/2/020302,"S China Normal Univ,Foshan Univ,Natl Univ Singapore"
10.1103/PhysRevLett.115.127002,"Delft Univ Technol,Leiden Univ,Eindhoven Univ Technol"
10.1038/s41586-021-03576-2,"Google Quantum AI,Univ Massachusetts,Univ Chicago,Univ Calif Riverside,Univ Calif Santa Barbara"
10.1038/s41467-023-44281-0,"Los Alamos Natl Lab,D Wave Syst"
10.1364/JOSAB.29.001203,"NE Normal Univ,Yanbian Univ"
10.1038/s41586-023-05885-0,"Swiss Fed Inst Technol,Quside Technol SL,Barcelona Inst Sci & Technol,ICREA Inst Catalana Recerca & Estudis Avancats,Univ Paris Saclay,Yale Univ,Univ Sherbrooke,Canadian Inst Adv Res,Alice & Bob,Rohde & Schwarz,Natl Univ Singapore"
10.1038/s41467-022-33335-4,"Phasecraft Ltd,Univ Bristol,Google Quantum AI"
10.1038/s41535-019-0187-7,"Oak Ridge Natl Lab,Univ Virginia,Cent Michigan Univ,US DOE,Chinese Acad Sci,Duke Univ"
10.1103/PhysRevA.108.023707,"Ioffe Inst,Weizmann Inst Sci"
10.1088/1367-2630/aa723a,"Comis Nacl Energia Atom,Consejo Nacl Invest Cient & Tecn CONICET,Univ Seville,RIKEN,Tohoku Univ"
10.1063/5.0170187,"Univ Tennessee,NIST"
10.1038/s41567-023-02135-y,"Swiss Fed Inst Technol Lausanne EPFL,Ecole Polytech Fed Lausanne"
10.1103/PhysRevA.82.022101,"Tsinghua Univ,Tsinghua Natl Lab Informat Sci & Technol,Natl Cheng Kung Univ,Washington Univ"
10.1088/1612-2011/13/12/125202,"Jiangxi Univ Sci & Technol,China Acad Engn Phys,Gannan Normal Univ"
10.1088/0256-307X/28/6/060307,"Harbin Inst Technol,COMSATS Inst Informat Technol"
10.1088/0953-2048/23/4/045032,"Phys Tech Bundesanstalt,ISSP"
10.1007/s00339-012-6981-8,"King Fahd Univ Petr & Minerals,RIKEN,NEC Green Innovat Res Labs,Univ Lancaster"
10.1088/1402-4896/aa8079,"Univ La Plata,Consejo Nacl Invest Cient & Tecn"
10.1103/PhysRevA.95.042342,"Tsinghua Univ,Univ Sci & Technol China,Shandong Acad Informat & Commun Technol"
10.1103/PhysRevLett.116.240503,"Univ Calif Berkeley,Princeton Univ,Ecole Normale Super,Katholieke Univ Leuven,CUNY"
10.1103/PhysRevB.92.020509,"RIKEN,Univ Tokyo,Tokyo Univ Sci"
10.1103/PhysRevB.85.140503,"CEA Saclay,Univ Paris Diderot,Univ Paris 11"
10.1103/PhysRevLett.110.107001,"Univ Calif Santa Barbara,Univ Calif Riverside"
10.1103/PhysRevLett.111.073602,"Univ Zaragoza,Univ Complutense,CSIC,Fdn ARAID"
10.3390/sym15030732,"Imam Mohammad Ibn Saud Islamic Univ IMSIU,Abdus Salam Int Ctr Theoret Phys,Princess Nourah Bint Abdulrahman Univ,Transilvania Univ Brasov,Taif Univ,Sohag Univ"
10.1016/j.chaos.2023.114371,"Imam Mohammad Ibn Saud Islamic Univ IMSIU,Taif Univ,Sohag Univ"
10.1016/j.physleta.2019.02.045,"Shahrekord Univ,Abdus Salaam Int Ctr Theoret Phys,Scuola Normale Super Pisa,CNR"
10.1007/s11128-011-0336-9,"NE Normal Univ,Yanbian Univ"
10.1140/epjp/s13360-022-02561-6,"Macquarie Univ,Bhabha Atom Res Ctr,Homi Bhabha Natl Inst,UM DAE Ctr Excellence Basic Sci"
10.1002/qute.201800065,"Shanghai Univ,Univ Basque Country UPV EHU,Basque Fdn Sci"
10.1103/PhysRevB.93.094432,"Univ Parma,Univ Pavia"
10.1103/PhysRevA.103.022409,"Ecole Polytech Fed Lausanne EPFL,Miraex"
10.1103/PhysRevB.98.144514,"Queens Univ Belfast,Univ Catania,Friedrich Alexander Univ Erlangen Nurnberg,Univ Stuttgart,CNR,Ist Nazl Fis Nucl"
10.1063/1.3597156,"Natl Inst Stand & Technol,Univ Colorado,CALTECH"
10.1109/TASC.2014.2318294,"D Wave Syst Inc,Northrop Grumman Corp"
10.1007/s11433-018-9175-2,"Univ Sci & Technol China,Indian Inst Sci Educ & Res Kolkata"
10.1103/PhysRevB.97.064506,"Tata Inst Fundamental Res,Tech Univ Berlin,Tulane Univ,Sorbonne Univ,Katholieke Univ Leuven"
10.1103/PhysRevApplied.8.064008,"CSIC,Raytheon BBN Technol,Sungkyunkwan Univ"
10.1088/0953-2048/29/4/044001,"IBM TJ Watson Res Ctr,Delft Univ Technol"
10.1103/PhysRevLett.120.033602,"Austrian Acad Sci,Univ Innsbruck"
10.1007/s11128-018-2056-x,"Fuzhou Univ,Harbin Inst Technol"
10.1103/PhysRevLett.114.070502,"Univ Basque Country,Univ Ulm,Basque Fdn Sci"
10.1103/PhysRevC.109.L061001,"Univ Tennessee,Oak Ridge Natl Lab"
10.1088/0953-4075/44/7/075503,"CNR,Univ Palermo,Waseda Univ"
10.1063/5.0053378,"Univ Parma,UdR Parma,Univ Zaragoza,CSIC"
10.1063/1.3663539,"RIKEN Adv Sci Inst,NEC Green Innovat Res Labs,Natl Inst Informat & Commun Technol NICT"
10.1103/PhysRevLett.119.053203,"Univ Quebec,Univ Waterloo"
10.1088/1367-2630/aac932,"Technion Israel Inst Technol,Hebrew Univ Jerusalem,Swiss Fed Inst Technol,Weizmann Inst Sci"
10.1103/PhysRevA.93.062331,"Tech Univ Berlin,Princeton Univ,Ecole Normale Super,Katholieke Univ Leuven"
10.1088/1367-2630/17/11/113029,"Univ Geneva,Univ Grenoble Alpes,INAC SPSMS,Univ Autonoma Barcelona,ICFO Inst Ciencies Foton"
10.1140/epjb/e2010-00056-y,"Univ Bahrain,Sohag Univ,King Saud Univ,British Univ,Univ Loughborough"
10.1007/s11128-012-0476-6,"Zhejiang Univ,N China Elect Power Univ"
10.1103/PhysRevApplied.14.034010,"Chalmers Univ Technol,Jeppesen"
10.1103/PhysRevLett.115.240501,"Univ Calif Berkeley,Yale Univ"
10.1103/PhysRevE.100.032107,"Univ Fed Fluminense,Bahcesehir Univ,Trinity Coll Dublin,Aarhus Univ"
10.1103/PhysRevB.107.214515,"Univ Autonoma Madrid,Heinrich Heine Univ"
10.1063/1.4747723,"Keio Univ,Russian Acad Sci,Australian Natl Univ"
10.1103/PhysRevA.82.034306,"Natl Univ Def Technol,Hunan Normal Univ,Chinese Acad Sci"
10.3389/fphy.2021.773128,"Tokyo Univ Sci,Univ Notre Dame,Natl Inst Adv Ind Sci & Technol,Loughborough Univ"
10.1103/PhysRevLett.127.020602,"Univ Sci & Technol China,Shanghai Res Ctr Quantum Sci,Chinese Acad Sci,Univ Chinese Acad Sci,RIKEN,Songshan Lake Mat Lab"
10.1103/PhysRevLett.108.040502,"ETH,Raytheon BBN Technol,Univ Sherbrooke"
10.1088/0953-2048/27/1/014001,"Univ Saarland,Univ Waterloo"
10.1103/PhysRevA.94.012107,"Univ Tokyo,RIKEN"
10.1126/science.aao1401,"Google Inc,Univ Calif Santa Barbara,Natl Univ Singapore,Tech Univ Crete"
10.1063/1.3304168,"Natl Inst Stand & Technol,Univ Colorado"
10.1103/PhysRevApplied.15.064074,"Rhein Westfal TH Aachen,Forschungszentrum Julich,Julich Aachen Res Alliance JARA"
10.1103/PhysRevB.81.012506,"Inst Photon Technol,B Verkin Inst Low Temp Phys & Engn,Comenius Univ,Kharkov Natl Univ"
10.1103/PhysRevA.95.043814,"Rhein Westfal TH Aachen,Univ Amsterdam"
10.1103/PhysRevB.101.054508,"Virginia Tech,NIST"
10.1016/j.chaos.2020.110466,"Taif Univ,Imam Mohammad Ibn Saud Islamic Univ IMSIU,Princess Nourah Bint Abdulrahman Univ,Sohag Univ"
10.1103/PhysRevA.83.022309,"Tsinghua Univ,Natl Univ Def Technol"
10.1103/PhysRevLett.115.077002,"Fudan Univ,Univ Calif Irvine"
10.1103/PhysRevB.92.020515,"Univ Grenoble Alpes,CNRS"
10.1103/PhysRevA.100.012307,"CALTECH,Univ Wisconsin"
10.1038/s41565-022-01223-z,"Tata Inst Fundamental Res,Natl Inst Mat Sci"
10.1038/s41586-020-2490-7,"Univ Toronto,Canadian Inst Adv Res,ICFO Inst Ciencies Foton"
10.1103/PhysRevLett.123.100501,"Southern Univ Sci & Technol,South China Normal Univ,City Univ Hong Kong,Shenzhen Key Lab Quantum Sci & Engn,Huawei Technol"
10.1038/s41534-020-0261-9,"Univ Innsbruck,Austrian Acad Sci,Univ Grenoble Alpes"
10.1103/PhysRevLett.128.207001,"Univ Tokyo,RIKEN,Univ Paris Diderot,Peking Univ,Lund Univ,Southern Univ Sci & Technol,Beijing Acad Quantum Informat Sci,PRESTO"
10.1103/PhysRevLett.132.193601,"Xi An Jiao Tong Univ,Waseda Univ,Theoret Quantum Phys Lab,Ctr Quantum Comp,Univ Michigan"
10.1103/PRXQuantum.3.030307,"Lawrence Livermore Natl Lab,Univ Wisconsin Madison"
10.1126/science.aaf2941,"Yale Univ,INRIA Paris Rocquencourt"
10.1088/2058-9565/aa8330,"Aalto Univ,Scuola Normale Super Pisa,Ist NanoSci CNR,Abdus Salaam Int Ctr Theoret Phys"
10.1103/PhysRevLett.105.140503,"Univ Oxford,Univ Aarhus,Yale Univ,Keio Univ"
10.1103/PhysRevB.103.155148,"ShanghaiTech Univ,CAS Shanghai Sci Res Ctr,Chinese Acad Sci,Univ Chinese Acad Sci,Huazhong Univ Sci & Technol,Univ Sci & Technol China,Lawrence Berkeley Natl Lab,Tsinghua Univ,Univ Oxford"
10.1103/PhysRevB.98.020403,"Fudan Univ,Univ Calif Irvine"
10.1088/1361-6668/ac2a6d,"Karlsruhe Inst Technol,Delft Univ Technol,Natl Univ Sci & Technol MISIS,Russian Quantum Ctr"
10.1126/science.aat4625,"Univ Wisconsin,Syracuse Univ,Univ Maryland,Raytheon BBN Technol,IBM TJ Watson Res Ctr"
10.1103/PhysRevA.90.022307,"Univ Calif Santa Barbara,Univ Georgia"
10.1103/PhysRevB.109.075126,"Tech Univ Berlin,Univ Parma,INFN,Imperial Coll London,Helmholtz Zentrum Dresden Rossendorf"
10.1103/PhysRevLett.129.220501,"MIT,Harvard Univ,Univ Toronto,Vector Inst Artificial Intelligence,Canadian Inst Adv Res"
10.1103/PhysRevB.91.014201,"Univ Paris 06,Rutgers State Univ"
10.1103/PhysRevA.96.042339,"NIST,Univ Colorado,Virginia Tech"
10.1088/1361-6668/aaab20,"Chinese Acad Sci,Univ Kansas,Univ Chinese Acad Sci,Nanjing Univ,Collaborat Innovat Ctr Quantum Matter,Univ Sci & Technol China"
10.1103/PRXQuantum.1.020317,"CALTECH,Fermilab Natl Accelerator Lab,AT&T Foundry,Univ Calgary,Harvard Univ"
10.1038/NPHYS3461,"Univ Copenhagen,Harvard Univ"
10.1063/5.0146814,"Delft Univ Technol,Univ Copenhagen,Danish Fundamental Metrol"
10.1103/PRXQuantum.3.030311,"Delft Univ Technol,Jozef Stefan Inst,Univ Ljubljana,CSIC,Univ Copenhagen,Univ Illinois,Leiden Univ"
10.1126/science.abn7293,"CALTECH,Google Quantum AI,Harvard Soc Fellows,Black Hole Initiat,Univ Calif Berkeley,Simons Inst Theory Comp,Microsoft Res AI,Johannes Kepler Univ Linz,AWS Ctr Quantum Comp"
10.1063/5.0220296,"Shanghai Univ,Chinese Acad Sci,Univ Chinese Acad Sci"
10.1126/science.1244324,"ETH,Univ Sherbrooke,Univ Calgary"
10.1103/PRXQuantum.1.020315,"IST Austria,Univ Otago,Dodd Walls Ctr Photon & Quantum Technol"
10.1103/PhysRevLett.129.240502,"Univ Chicago,Keio Univ,Argonne Natl Lab"
10.1007/s10909-014-1170-0,"Aalto Univ,VTT Tech Res Ctr Finland"
10.1063/5.0014361,"Univ Sydney,Purdue Univ,Microsoft Quantum"
10.1103/PhysRevB.89.014503,"D Wave Syst Inc,Simon Fraser Univ,Univ Victoria"
10.1007/s10773-014-2103-z,"Jiangxi Normal Univ,Key Lab Photoelect & Telecommun Jiangxi Prov"
10.1103/PhysRevA.86.022327,"Hunan Normal Univ,Chinese Acad Sci"
10.1103/PRXQuantum.5.020340,"Univ Autonoma Madrid,Consejo Nacl Invest Cient & Tecn"
10.1063/1.4993937,"NIST,Univ Colorado"
10.21468/SciPostPhys.6.5.055,"Rudolf Peierls Ctr Theoret Phys,Tel Aviv Univ,Inst Theoret Phys"
10.1103/PhysRevB.101.184430,"Dodd Walls Ctr Photon & Quantum Technol,Univ Otago,Beijing Inst Technol,Lund Univ,Barcelona Inst Technol"
10.1103/PhysRevA.103.032204,"Ludwig Maximilians Univ Munchen,Max Planck Inst Quantum Opt"
10.1126/science.adi7877,"Google Res,Cornell Univ,Princeton Univ,Stanford Univ,Univ Connecticut,Univ Massachusetts,Auburn Univ,Univ Technol Sydney,Univ Calif Riverside,Columbia Univ,Univ Ljubljana"
10.1103/PhysRevB.96.085121,"Univ Surrey,Ben Gurion Univ Negev"
10.1016/j.carbon.2021.04.097,"Waseda Univ,Natl Inst Mat Sci"
10.1364/OL.43.005126,"Hangzhou Normal Univ,Univ Sci & Technol China"
10.1103/PhysRevA.90.023837,"Univ Loughborough,Univ Leeds"
10.1103/PRXQuantum.2.040313,"Univ Waterloo,Northrop Grumman Corp,MIT,Univ Southern Calif,Lawrence Livermore Natl Lab,McMaster Univ,1QB Informat Technol 1QBit"
10.1063/5.0020019,"Yale Univ,Univ Sci & Technol China"
10.1063/1.4952772,"NIST,Univ Colorado"
10.1103/PhysRevB.83.092504,"CNR,Adv Technol Biomagnet Srl"
10.1103/PhysRevB.81.184501,"CSIC,Univ Pais Vasco Euskal Herriko Unibertsitatea,Basque Fdn Sci"
10.1063/1.5000973,"Harvard Univ,Univ Colorado,NIST"
10.1088/1367-2630/13/9/095008,"Yale Univ,Northwestern Univ"
10.1038/ncomms15601,"Tech Univ Kaiserslautern,Grad Sch Mat Sci Mainz,Jawaharlal Nehru Univ"
10.1038/s41598-017-00770-z,"Univ Basque Country UPV EHU,Univ Paris Diderot,IKERBASQUE,CSIC"
10.1103/PhysRevA.88.023849,"Yale Univ,INRIA Paris Rocquencourt"
10.1002/andp.201400100,"Tech Univ Munich,Univ Camerino,Ist Nazl Fis Nucl"
10.3390/e26050429,"Aalto Univ,Univ Helsinki"
10.1103/PRXQuantum.5.020302,"Chinese Acad Sci,Natl Univ Singapore,Univ Chinese Acad Sci,Hefei Natl Lab,Tsinghua Univ"
10.1103/PhysRevX.6.021044,"Princeton Univ,Northwestern Univ,HRL Labs LLC,IBM Corp"
10.1103/PhysRevLett.133.240403,"Princeton Univ,Univ Massachusetts,Stanford Univ"
10.1103/PhysRevA.100.012305,"CUNY,Pakistan Acad Sci,IBM TJ Watson Res Ctr"
10.1103/PhysRevA.97.032320,"Univ Santiago Chile USACH,Univ Basque Country,Ctr Dev Nanosci & Nanotechnol 9170124,Basque Fdn Sci,Shanghai Univ"
10.1007/s11128-017-1758-9,"Fuzhou Univ,Jiangxi Vocat Coll Ind & Engn,Harbin Inst Technol"
10.1088/1674-1056/acf5d0,"Chinese Acad Sci,CAS Ctr Excellence Superconducting Elect,Univ Chinese Acad Sci,ShanghaiTech Univ"
10.1140/epjqt/s40507-024-00284-4,"Eviden Iberia,Univ Complutense Madrid"
10.1103/PhysRevApplied.22.054074,"Arizona State Univ,IBM Res Europe Zurich"
10.1103/PhysRevX.6.031007,"Univ Calif Santa Barbara,Google Inc,Harvard Univ,Lawrence Berkeley Natl Lab,Tufts Univ,UCL"
10.1103/PhysRevLett.110.077002,"RMIT Univ,CSIRO Mat Sci & Engn"
10.1088/2058-9565/ab18dd,"Rhein Westfal TH Aachen,JARA,Delft Univ Technol,Forschungszentrum Julich"
10.1126/science.adh9932,"Google Res,Univ Geneva,Univ Massachusetts,Auburn Univ,Univ Technol Sydney,Univ Calif Riverside,Columbia Univ,Princeton Univ"
10.1116/6.0002886,"Gusu Lab Mat,Chinese Acad Sci"
10.1109/TASC.2023.3243197,"Univ Napoli Federico II,CNR SPIN,Univ Roma La Sapienza,ISC CNR,Yale Univ,SEEQC EU,Consiglio Nazl Ric ISASI,Univ Naples Federico II,CNR INFM Coherentia,Int Sch Adv Studies SISSA"
10.1016/j.rinp.2022.105639,"Princess Nourah Bint Abdulrahman Univ,Imam Mohammad Ibn Saud Islamic Univ IMSIU,Abdus Salam Int Ctr Theoret Phys,Taif Univ,Sohag Univ,Univ Sharjah,Abu Dhabi Univ,Texas A&M Univ"
10.1103/PhysRevA.98.023819,"Fujian Jiangxia Univ,Fujian Normal Univ,Fujian Prov Collaborat Innovat Ctr Optoelect Semi,Fujian Polytech Informat Technol"
10.1103/PhysRevA.96.032328,"CUNY,CUNY Grad Sch & Univ Ctr"
10.1103/PhysRevLett.111.065901,"Univ Colorado,Lab Phys Sci,Univ Maryland"
10.1063/5.0158083,"Chinese Acad Sci,Univ Chinese Acad Sci,ShanghaiTech Univ"
10.1038/s41377-022-01013-1,"Chinese Acad Sci,Univ Chinese Acad Sci,Beijing Univ Posts & Telecommun,Univ Shanghai Sci & Technol,Peng Cheng Lab"
10.1038/s41524-021-00622-5,"Technion Israel Inst Technol,Nancy & Stephen Grand Technion Energy Program"
10.1103/PhysRevLett.129.030501,"Univ Sci & Technol China,Shanghai Res Ctr Quantum Sci"
10.1103/PhysRevA.99.043810,"Univ Calif Riverside,Univ Calif Berkeley,Univ Southern Calif,Google Inc"
10.1126/sciadv.abh3686,"Peking Univ,Collaborat Innovat Ctr Quantum Matter,Max Planck Inst Struct & Dynam Matter,Univ Chinese Acad Sci,Beijing Acad Quantum Informat Sci,IBM Res Almaden"
10.1038/NPHYS2057,"Boston Univ,Technion Israel Inst Technol"
10.1063/1.5098467,"Westfalische Hsch,Univ Hamburg"
10.1007/s11128-016-1489-3,"Harvard Univ,MIT,Max Planck Inst Phys Komplexer Syst,Intel Labs,Pohang Univ Sci & Technol POSTECH,Inst Mol Sci"
10.1103/PhysRevA.104.042603,"Univ Waterloo,Univ Warwick,TJ Watson Res Ctr"
10.1038/s41598-022-17867-9,"Natl Inst Adv Ind Sci & Technol,Fujitsu Ltd,Yokohama Natl Univ"
10.1103/PhysRevB.82.104522,"Univ Calif Riverside,Univ Georgia,Chalmers Univ Technol,Univ Calif Santa Barbara"
10.1088/1361-6528/ad3257,"Univ Minnesota,Heidelberg Instruments Nano AG,Eindhoven Univ Technol"
10.1016/j.ijleo.2013.03.141,"Assiut Univ,Salman Bin Abdulaziz Univ"
10.1140/epjqt/s40507-022-00123-4,"Cambridge Quantum Comp Ltd,Nippon Steel Corp Ltd"
10.1103/PhysRevA.96.052317,"Hangzhou Normal Univ,Univ Sci & Technol China"
10.1063/1.5053461,"Univ Chicago,Argonne Natl Lab"
10.1103/PhysRevLett.128.220505,"Google AI Quantum,CALTECH,MIT"
10.1038/s41534-017-0036-0,"Univ Kassel,Berkeley Ctr Quantum Informat & Computat,Univ Calif Berkeley,Stanford Univ,US Army,Aarhus Univ"
10.1103/PhysRevD.110.115020,"MIT,Univ Illinois,Fermilab Natl Accelerator Lab,Northwestern Univ,Univ Calif Berkeley,RIKEN iTHEMS,Southern Univ Sci & Technol"
10.1038/s41534-023-00685-w,"Tsinghua Univ,Shanghai Qi Zhi Inst,Heifei Natl Lab,Univ Sci & Technol China"
10.1007/s10946-022-10031-8,"Princess Nourah Bint Abdulrahman Univ,Taif Univ,Sohag Univ,Imam Mohammad Ibn Saud Islamic Univ,Abdus Salam Int Ctr Theoret Phys"
10.1038/s41598-023-46138-4,"ETH,Univ Calif Davis"
10.1126/sciadv.adi0487,"Rigetti Comp,NASA Ames Res Ctr,USRA Res Inst Adv Comp Sci"
10.1140/epjd/e2011-10641-3,"Huaihua Univ,Jishou Univ"
10.1038/s41467-018-06595-2,"Delft Univ Technol,Natl Inst Mat Sci"
10.1038/s41534-022-00528-0,"MIT,Lab Phys Sci"
10.1103/PhysRevLett.128.040403,"Univ Sci & Technol China,Shanghai Res Ctr Quantum Sci,Univ Seville"
10.1088/2058-9565/ac29a1,"IMEC,Katholieke Univ Leuven"
10.1038/s41586-024-07325-z,"MIT,Wellesley Coll,Lincoln Lab,Coll ParkMD,Google Quantum"
10.1103/PRXQuanttun.2.030309,"Joint Quantum Inst,Univ Maryland,Joint Ctr Quantum Informat & Comp Sci,NIST"
10.1103/PhysRevA.92.012124,"Leibniz Univ Hannover,Univ York"
10.1103/PhysRevB.103.224520,"Natl Univ Sci & Technol MISIS,Russian Quantum Ctr,ITMO Univ,Moscow Inst Phys & Technol,Bauman Moscow State Tech Univ,Dukhov Automat Res Inst VNIIA,Ioffe Inst,Australian Natl Univ,Karlsruhe Inst Technol,Bayer Akad Wissensch"
10.1103/PhysRevB.97.214302,"Univ Pavia,Univ Parma,Forschungszentrum Julich,Syracuse Univ"
10.1103/PhysRevLett.113.210404,"Univ Saarland,Univ Waterloo"
10.1063/5.0002160,"Univ Alberta,NIST"
10.1103/PhysRevLett.128.190502,"Zhejiang Univ,CAS Ctr Excellence Topol Quantum Computat,Texas A&M Univ"
10.1142/S021974992150043X,"US Air Force,Rochester Inst Technol,Hamilton Coll"
10.1103/PhysRevLett.131.166701,"D Wave Syst,Univ Grenoble Alpes"
10.1103/PhysRevX.9.011008,"Ioffe Inst,Australian Natl Univ"
10.1103/PhysRevA.89.032314,"Chalmers,Rhein Westfal TH Aachen,Res Ctr Julich,Julich Aachen Res Alliance"
10.1103/PhysRevB.110.035157,"Natl Univ Sci & Technol MISIS,Bauman Moscow State Tech Univ"
10.1103/PhysRevB.107.104304,"Princeton Univ,Inst Adv Study,Univ Oxford"
10.1103/PhysRevApplied.19.024006,"Univ Victoria,TRIUMF"
10.3390/magnetochemistry7080117,"IBM Italia Spa,Univ Parma,IBM Res Zurich,UdR Parma"
10.1088/1367-2630/acf0e2,"Isfahan Univ Technol,Shanghai Jiao Tong Univ,CSIC,Max Planck Inst Sci Light,Shanghai Res Ctr Quantum Sci"
10.1103/PhysRevA.91.022315,"Univ Salerno,Univ Camerino,Ist Nazl Fis Nucl,Comenius Univ,Slovak Acad Sci,Leibniz Inst Photon Technol,Novosibirsk State Tech Univ"
10.1103/PhysRevLett.129.253601,"Univ Innsbruck,Columbia Univ,Austrian Acad Sci"
10.1088/1402-4896/ab0c51,"Qufu Normal Univ,Univ Geneva"
10.1103/PhysRevB.86.214515,"Univ Virginia,George Mason Univ"
10.1140/epja/s10050-023-01108-2,"Univ Trento,INFN TIFPA Trento Inst Fundamental Phys & Applicat,Lawrence Livermore Natl Lab,Univ Washington"
10.1038/srep14892,"Hebei Normal Univ,Univ Sci & Technol China,Peking Univ,Collaborat Innovat Ctr Quantum Matter"
10.1088/1674-1056/ad3345,"Gusu Lab Mat,Chinese Acad Sci"
10.1103/PhysRevX.7.011035,"TU Wien,Yale Univ"
10.1088/1361-6668/30/2/025011,"B Verkin Inst Low Temp Phys & Engn,Chalmers Univ Technol,Natl Res Univ"
10.1007/s11434-013-5882-3,"Southwest Jiaotong Univ,Sun Yat sen Univ,Nanjing Univ"
10.1038/s41586-019-1666-5,"Google Quantum,Univ Massachusetts,NASA,CALTECH,Univ Calif Santa Barbara,Friedrich Alexander Univ Erlangen Nurnberg FAU,Oak Ridge Natl Lab,Univ Calif Riverside,Stinger Ghaffarian Technol Inc,Forschungszentrum Julich,Rhein Westfal TH Aachen,Univ Michigan,Univ Illinois"
10.1063/5.0171825,"HBNI,Homi Bhabha Natl Inst"
10.1038/s41586-023-05867-2,"D Wave Quantum Inc,Boston Univ,Simon Fraser Univ"
10.1007/s10909-022-02809-6,"Univ Milano Bicocca,INFN Milano Bicocca,Univ Salerno,INFN Napoli,Univ Salento,INFN Sez Lecce,INO CNR BEC Ctr,Univ Trento,INFN Trento Inst Fundamental Phys & Applicat,Fdn Bruno Kessler,INFN Lab Nazl Frascati,INRiM Ist Nazl Ric Metrol,IFN CNR,Polytech Univ Turin,Univ Sannio,INFN Torino,Inst Basic Sci IBS,Korea Adv Inst Sci & Technol KAIST"
10.1088/1367-2630/aac930,"Ben Gurion Univ Negev,Westfalische Hsch,Tulane Univ"
10.1103/PhysRevA.96.033805,"Northeast Normal Univ,Zhengzhou Univ,Baicheng Normal Univ"
10.1126/sciadv.abh0462,"Chalmers Univ Technol,Natl Phys Lab,RMIT Univ"
10.1103/PhysRevA.100.043815,"TU Wien,CSIC"
10.1103/PhysRevA.110.062407,"Tokyo Inst Technol,Quemix Inc,Univ Tokyo,Natl Inst Quantum Sci & Technol QST"
